stop_id,hdbscan_cluster
MTA_103996,0
MTA_104003,0
MTA_104004,-1
MTA_501093,1
MTA_501095,1
MTA_501097,1
MTA_501136,1
MTA_501138,1
MTA_501140,1
MTA_502030,0
MTA_502032,0
MTA_502137,0
MTA_502139,0
MTA_502163,-1
MTA_502166,1
MTA_502169,1
MTA_502172,1
MTA_502174,1
MTA_502179,1
MTA_502184,1
MTA_502185,1
MTA_502257,1
MTA_502261,1
MTA_502264,1
MTA_502268,1
MTA_502271,1
MTA_502274,1
MTA_502277,-1
MTA_502287,0
MTA_502434,1
MTA_503551,1
MTA_503618,0
MTA_503961,1
MTA_503964,0
MTA_504559,0
MTA_504980,0
MTA_504981,0
MTA_504985,0
MTA_504993,1
MTA_505008,-1
MTA_505009,-1
MTA_505033,-1
MTA_505037,1
MTA_802002,0
MTA_802103,-1
MTA_804024,1
MTA_804061,0
MTA_904231,0
MTA_904232,1
MTA_904233,0
MTA_984012,0
MTA_502300,-1
MTA_502301,0
MTA_502302,0
MTA_502303,0
MTA_502304,-1
MTA_502305,-1
MTA_502306,-1
MTA_502307,-1
MTA_502308,-1
MTA_502309,-1
MTA_502310,-1
MTA_502311,0
MTA_502312,0
MTA_502313,0
MTA_502314,0
MTA_502315,-1
MTA_502316,-1
MTA_502317,-1
MTA_502318,-1
MTA_502319,-1
MTA_502320,-1
MTA_502321,-1
MTA_502322,-1
MTA_502323,-1
MTA_502325,-1
MTA_502327,-1
MTA_502328,-1
MTA_502331,0
MTA_502332,0
MTA_502333,-1
MTA_502334,-1
MTA_502335,-1
MTA_502336,-1
MTA_502337,-1
MTA_502338,-1
MTA_502339,-1
MTA_502344,-1
MTA_502345,-1
MTA_502346,-1
MTA_502347,-1
MTA_502348,-1
MTA_502350,-1
MTA_502351,-1
MTA_502352,-1
MTA_502354,-1
MTA_502355,-1
MTA_502361,-1
MTA_502363,-1
MTA_502364,-1
MTA_502365,-1
MTA_502367,-1
MTA_502368,-1
MTA_502369,-1
MTA_502370,-1
MTA_502371,-1
MTA_502372,-1
MTA_502373,-1
MTA_502374,-1
MTA_502375,-1
MTA_502378,-1
MTA_502379,-1
MTA_502380,-1
MTA_502381,-1
MTA_502382,-1
MTA_502383,0
MTA_502384,0
MTA_502385,0
MTA_502387,0
MTA_502389,-1
MTA_502391,-1
MTA_502393,-1
MTA_502394,-1
MTA_502395,-1
MTA_502396,-1
MTA_502397,-1
MTA_502398,-1
MTA_502399,-1
MTA_502400,-1
MTA_502401,-1
MTA_502402,0
MTA_502403,0
MTA_502404,0
MTA_502405,-1
MTA_502406,-1
MTA_502407,-1
MTA_502408,-1
MTA_502409,-1
MTA_502410,-1
MTA_502412,-1
MTA_502413,0
MTA_502414,0
MTA_503033,-1
MTA_503037,-1
MTA_503445,0
MTA_503588,-1
MTA_503684,-1
MTA_504489,-1
MTA_504545,-1
MTA_504553,-1
MTA_504554,-1
MTA_504555,-1
MTA_504556,-1
MTA_505033,-1
MTA_505093,-1
MTA_505152,-1
MTA_804063,-1
MTA_904088,-1
MTA_904121,-1
MTA_904122,-1
MTA_500002,0
MTA_500004,0
MTA_500008,0
MTA_500009,0
MTA_500010,0
MTA_500011,0
MTA_500012,0
MTA_500013,0
MTA_500014,0
MTA_500017,0
MTA_500078,0
MTA_500079,0
MTA_500080,0
MTA_500081,0
MTA_500082,0
MTA_500084,0
MTA_500197,0
MTA_500209,0
MTA_501172,1
MTA_501198,1
MTA_501199,1
MTA_501248,1
MTA_501257,1
MTA_501258,1
MTA_501259,1
MTA_501260,1
MTA_501261,1
MTA_501288,1
MTA_501289,1
MTA_501290,1
MTA_501291,1
MTA_501292,1
MTA_501293,1
MTA_501294,1
MTA_501295,1
MTA_501320,0
MTA_501414,0
MTA_501419,0
MTA_501730,1
MTA_501731,1
MTA_501732,1
MTA_501733,1
MTA_501758,1
MTA_501759,1
MTA_502115,0
MTA_502241,1
MTA_502433,1
MTA_502434,1
MTA_502685,0
MTA_502686,0
MTA_502688,-1
MTA_502689,-1
MTA_502690,-1
MTA_502691,-1
MTA_502692,-1
MTA_502693,1
MTA_502694,1
MTA_502695,1
MTA_502696,1
MTA_502697,1
MTA_502698,1
MTA_502699,1
MTA_502700,1
MTA_502701,1
MTA_502703,1
MTA_502704,1
MTA_502717,1
MTA_502718,1
MTA_502719,1
MTA_502722,1
MTA_502724,1
MTA_502727,1
MTA_502728,1
MTA_502735,1
MTA_502736,1
MTA_502737,1
MTA_502746,1
MTA_502750,1
MTA_502751,1
MTA_502752,1
MTA_502753,1
MTA_502754,1
MTA_502755,1
MTA_502756,1
MTA_502757,1
MTA_502758,1
MTA_502759,1
MTA_502760,1
MTA_502761,-1
MTA_502762,-1
MTA_502763,-1
MTA_502764,-1
MTA_502765,-1
MTA_502766,-1
MTA_502767,0
MTA_502768,0
MTA_502769,0
MTA_503041,1
MTA_503195,0
MTA_503551,1
MTA_503552,1
MTA_503571,0
MTA_503730,0
MTA_503731,0
MTA_503773,0
MTA_503787,-1
MTA_503919,1
MTA_503978,0
MTA_504027,0
MTA_504044,1
MTA_504473,1
MTA_505013,1
MTA_505014,1
MTA_505015,1
MTA_505016,1
MTA_505027,1
MTA_505028,1
MTA_505029,1
MTA_505037,1
MTA_505059,1
MTA_505060,1
MTA_505061,1
MTA_505092,1
MTA_505125,1
MTA_505201,0
MTA_505233,0
MTA_804052,0
MTA_904010,1
MTA_500002,0
MTA_500004,0
MTA_500008,0
MTA_500009,0
MTA_500011,0
MTA_500012,0
MTA_500013,0
MTA_500014,0
MTA_500017,0
MTA_500018,0
MTA_500074,0
MTA_500078,0
MTA_500079,0
MTA_500080,0
MTA_500081,0
MTA_500082,0
MTA_500087,0
MTA_500197,0
MTA_500687,0
MTA_500688,0
MTA_500689,0
MTA_500690,0
MTA_501320,0
MTA_501324,0
MTA_501414,0
MTA_502045,0
MTA_502115,0
MTA_502792,0
MTA_502793,0
MTA_502794,-1
MTA_502795,-1
MTA_502796,-1
MTA_502797,-1
MTA_502798,0
MTA_502799,0
MTA_502800,0
MTA_502801,0
MTA_502802,0
MTA_502803,0
MTA_502804,0
MTA_502806,0
MTA_502807,0
MTA_502808,0
MTA_502809,0
MTA_502810,0
MTA_502811,0
MTA_502812,0
MTA_502813,0
MTA_502814,0
MTA_502815,0
MTA_502816,0
MTA_502818,0
MTA_502819,0
MTA_502830,0
MTA_502831,0
MTA_502832,0
MTA_502833,0
MTA_502834,0
MTA_502835,0
MTA_502836,0
MTA_502837,0
MTA_502838,0
MTA_502839,0
MTA_502840,0
MTA_502841,0
MTA_502842,0
MTA_502843,0
MTA_502844,0
MTA_502845,0
MTA_502846,0
MTA_502847,0
MTA_502848,0
MTA_502849,0
MTA_502850,0
MTA_502851,-1
MTA_502852,-1
MTA_502853,-1
MTA_502854,0
MTA_502855,0
MTA_503073,0
MTA_503132,0
MTA_503195,0
MTA_503571,0
MTA_503971,0
MTA_503978,0
MTA_504068,0
MTA_504533,0
MTA_505096,0
MTA_505124,0
MTA_505201,0
MTA_505233,0
MTA_904009,0
MTA_904092,0
MTA_904236,0
MTA_500119,0
MTA_500126,0
MTA_500127,0
MTA_500182,0
MTA_500183,0
MTA_500220,0
MTA_500221,0
MTA_500222,0
MTA_500256,0
MTA_500257,0
MTA_500258,0
MTA_500259,-1
MTA_500264,0
MTA_500265,0
MTA_500266,0
MTA_500271,0
MTA_500272,0
MTA_500273,0
MTA_500280,0
MTA_500281,0
MTA_500282,0
MTA_500283,0
MTA_500284,0
MTA_500285,0
MTA_500286,-1
MTA_500287,-1
MTA_500288,-1
MTA_500289,-1
MTA_500290,0
MTA_500291,0
MTA_500293,0
MTA_500294,0
MTA_500296,0
MTA_500297,0
MTA_500298,0
MTA_500300,-1
MTA_500301,-1
MTA_500302,0
MTA_500303,0
MTA_500304,0
MTA_500305,0
MTA_500309,0
MTA_500310,0
MTA_500312,0
MTA_500313,0
MTA_500315,0
MTA_500317,0
MTA_500318,0
MTA_500320,0
MTA_500321,0
MTA_500322,0
MTA_500323,0
MTA_500331,0
MTA_500332,0
MTA_500334,-1
MTA_500335,-1
MTA_500336,-1
MTA_500337,0
MTA_503062,0
MTA_503064,0
MTA_503067,0
MTA_503070,0
MTA_503080,0
MTA_503166,0
MTA_503167,0
MTA_503168,0
MTA_503169,0
MTA_503175,0
MTA_503244,0
MTA_503245,0
MTA_503246,0
MTA_503247,0
MTA_503604,-1
MTA_503671,0
MTA_503784,0
MTA_503831,0
MTA_503911,0
MTA_503922,0
MTA_503950,0
MTA_504008,0
MTA_504437,0
MTA_504464,-1
MTA_504465,-1
MTA_504467,0
MTA_504469,0
MTA_504523,0
MTA_504541,0
MTA_505143,0
MTA_804005,0
MTA_804086,0
MTA_904104,-1
MTA_500340,0
MTA_500367,0
MTA_500368,0
MTA_500369,0
MTA_500370,0
MTA_500371,0
MTA_500372,0
MTA_500428,0
MTA_500429,0
MTA_500430,0
MTA_500431,0
MTA_500433,0
MTA_500451,0
MTA_500452,0
MTA_500453,0
MTA_500454,0
MTA_500456,0
MTA_500457,0
MTA_500458,0
MTA_500459,0
MTA_500460,0
MTA_500461,0
MTA_500462,0
MTA_500463,0
MTA_500464,0
MTA_500465,0
MTA_500466,0
MTA_500467,0
MTA_500468,0
MTA_500469,0
MTA_500470,0
MTA_500471,0
MTA_500472,0
MTA_500473,0
MTA_500475,0
MTA_500476,0
MTA_500477,0
MTA_500478,0
MTA_500479,0
MTA_500480,0
MTA_500483,0
MTA_500484,0
MTA_500485,0
MTA_500486,0
MTA_500487,0
MTA_500488,0
MTA_500489,0
MTA_500490,0
MTA_500491,0
MTA_500492,0
MTA_500493,0
MTA_500494,0
MTA_500495,0
MTA_500496,0
MTA_500497,0
MTA_500498,0
MTA_500499,0
MTA_500500,0
MTA_500501,0
MTA_500502,0
MTA_500503,0
MTA_500504,0
MTA_500505,0
MTA_500507,0
MTA_500508,0
MTA_500509,0
MTA_500510,0
MTA_500511,0
MTA_500512,0
MTA_500541,0
MTA_500607,0
MTA_503172,0
MTA_503622,0
MTA_503950,0
MTA_503967,0
MTA_504462,0
MTA_804039,0
MTA_904083,0
MTA_904234,0
MTA_904235,0
MTA_500166,0
MTA_500238,0
MTA_500340,0
MTA_500367,0
MTA_500368,0
MTA_500369,0
MTA_500370,0
MTA_500371,0
MTA_500372,0
MTA_500428,0
MTA_500429,0
MTA_500430,0
MTA_500431,0
MTA_500433,0
MTA_500451,0
MTA_500452,0
MTA_500453,0
MTA_500454,0
MTA_500507,0
MTA_500508,0
MTA_500509,0
MTA_500510,0
MTA_500511,0
MTA_500512,0
MTA_500541,0
MTA_500543,0
MTA_500607,0
MTA_500633,0
MTA_500634,0
MTA_500636,0
MTA_500637,0
MTA_500638,0
MTA_500639,0
MTA_500640,0
MTA_500649,0
MTA_500651,0
MTA_500652,0
MTA_500657,0
MTA_500658,0
MTA_500660,0
MTA_500661,0
MTA_500663,0
MTA_500664,0
MTA_500665,0
MTA_500666,0
MTA_500667,-1
MTA_500668,-1
MTA_500670,0
MTA_500671,0
MTA_500672,0
MTA_500673,0
MTA_500674,0
MTA_500675,0
MTA_500676,0
MTA_500677,-1
MTA_500678,-1
MTA_500679,0
MTA_500680,0
MTA_500681,0
MTA_500683,0
MTA_500684,0
MTA_500685,0
MTA_500686,0
MTA_500687,0
MTA_500688,0
MTA_500689,0
MTA_500690,0
MTA_500691,0
MTA_500694,0
MTA_503073,0
MTA_503100,0
MTA_503105,-1
MTA_503132,0
MTA_503605,0
MTA_503606,0
MTA_503622,0
MTA_503840,0
MTA_503912,0
MTA_503936,0
MTA_503954,0
MTA_503959,0
MTA_503967,0
MTA_503971,0
MTA_504008,0
MTA_504091,0
MTA_504462,0
MTA_504470,0
MTA_504543,0
MTA_504955,0
MTA_505219,0
MTA_505264,0
MTA_804034,-1
MTA_804053,-1
MTA_904039,0
MTA_904092,0
MTA_904105,0
MTA_500027,0
MTA_500028,0
MTA_500029,0
MTA_500030,0
MTA_500031,0
MTA_500032,0
MTA_500033,0
MTA_500034,0
MTA_500035,0
MTA_500048,0
MTA_500049,0
MTA_500050,0
MTA_500051,0
MTA_500052,0
MTA_500053,0
MTA_500054,0
MTA_500055,0
MTA_500298,0
MTA_501338,-1
MTA_501339,-1
MTA_501340,0
MTA_501341,0
MTA_501342,0
MTA_501343,0
MTA_501345,0
MTA_501346,-1
MTA_501347,-1
MTA_501348,-1
MTA_501349,-1
MTA_501350,-1
MTA_501351,-1
MTA_501352,-1
MTA_501384,-1
MTA_501385,-1
MTA_501386,-1
MTA_501387,-1
MTA_501388,-1
MTA_501389,-1
MTA_501390,-1
MTA_501391,-1
MTA_501392,0
MTA_501393,0
MTA_501394,0
MTA_501395,0
MTA_501396,0
MTA_501397,0
MTA_501398,-1
MTA_501399,-1
MTA_501400,-1
MTA_501444,0
MTA_501449,-1
MTA_501628,-1
MTA_501629,-1
MTA_501630,0
MTA_501631,-1
MTA_501632,0
MTA_501633,0
MTA_501634,0
MTA_501635,0
MTA_501654,0
MTA_501655,0
MTA_501656,0
MTA_501657,0
MTA_501658,-1
MTA_501659,-1
MTA_502172,1
MTA_502509,1
MTA_502510,1
MTA_502511,1
MTA_502512,-1
MTA_502513,-1
MTA_502623,-1
MTA_502624,-1
MTA_502625,-1
MTA_502626,-1
MTA_502627,-1
MTA_502628,-1
MTA_502629,-1
MTA_502630,-1
MTA_502631,-1
MTA_502632,-1
MTA_502633,-1
MTA_502634,-1
MTA_502635,-1
MTA_502648,-1
MTA_502649,-1
MTA_502650,-1
MTA_502651,-1
MTA_502653,-1
MTA_502654,-1
MTA_502656,-1
MTA_502657,-1
MTA_502658,-1
MTA_502868,-1
MTA_502869,-1
MTA_502870,-1
MTA_502871,-1
MTA_502872,-1
MTA_502873,-1
MTA_502874,-1
MTA_502876,-1
MTA_502877,-1
MTA_502878,1
MTA_502880,1
MTA_502947,-1
MTA_502974,-1
MTA_502975,1
MTA_502976,1
MTA_502977,1
MTA_502978,1
MTA_502979,1
MTA_502980,-1
MTA_502982,-1
MTA_502983,-1
MTA_502984,-1
MTA_502985,-1
MTA_502986,-1
MTA_502987,-1
MTA_503983,-1
MTA_504031,0
MTA_504039,0
MTA_504987,-1
MTA_504988,-1
MTA_505051,0
MTA_505057,-1
MTA_505071,-1
MTA_804006,-1
MTA_804008,1
MTA_804060,-1
MTA_904089,-1
